,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
1,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
2,ERRORABC123!?,proper,complete,1,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommend
3,usual,ERRORABC123!?,ERRORABC123!?,1,convenient,ERRORABC123!?,slightly_prob,priority,priority
4,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
5,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,recommended,ERRORABC123!?
6,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,ERRORABC123!?,problematic,ERRORABC123!?,priority
7,usual,proper,ERRORABC123!?,1,ERRORABC123!?,convenient,problematic,not_recom,ERRORABC123!?
8,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,inconv,nonprob,recommended,ERRORABC123!?
9,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,ERRORABC123!?,priority
10,usual,ERRORABC123!?,ERRORABC123!?,1,convenient,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
11,usual,proper,complete,1,convenient,inconv,slightly_prob,recommended,very_recom
12,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,priority
13,usual,ERRORABC123!?,complete,ERRORABC123!?,convenient,ERRORABC123!?,slightly_prob,not_recom,not_recom
14,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,recommended,priority
15,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,priority,priority
16,usual,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
17,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
18,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
19,usual,proper,complete,1,less_conv,convenient,nonprob,ERRORABC123!?,not_recom
20,usual,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,very_recom
21,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
22,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
23,usual,proper,complete,1,less_conv,ERRORABC123!?,problematic,recommended,ERRORABC123!?
24,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,priority,priority
25,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,problematic,not_recom,ERRORABC123!?
26,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
27,usual,ERRORABC123!?,complete,1,less_conv,inconv,ERRORABC123!?,priority,ERRORABC123!?
28,ERRORABC123!?,proper,complete,1,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,not_recom
29,usual,proper,complete,1,less_conv,inconv,slightly_prob,recommended,ERRORABC123!?
30,usual,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,slightly_prob,priority,priority
31,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,not_recom,not_recom
32,usual,ERRORABC123!?,complete,1,ERRORABC123!?,inconv,problematic,recommended,priority
33,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,ERRORABC123!?,problematic,priority,ERRORABC123!?
34,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
35,ERRORABC123!?,proper,complete,1,critical,ERRORABC123!?,nonprob,recommended,very_recom
36,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
37,ERRORABC123!?,proper,complete,1,critical,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
38,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,slightly_prob,recommended,very_recom
39,usual,proper,ERRORABC123!?,1,critical,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
40,ERRORABC123!?,proper,complete,1,critical,ERRORABC123!?,slightly_prob,not_recom,not_recom
41,usual,ERRORABC123!?,complete,1,critical,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
42,usual,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority
43,usual,proper,complete,1,critical,convenient,problematic,not_recom,not_recom
44,usual,proper,complete,1,ERRORABC123!?,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
45,ERRORABC123!?,ERRORABC123!?,complete,1,critical,inconv,nonprob,ERRORABC123!?,ERRORABC123!?
46,ERRORABC123!?,proper,complete,ERRORABC123!?,critical,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
47,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,critical,inconv,slightly_prob,recommended,very_recom
48,ERRORABC123!?,proper,complete,ERRORABC123!?,critical,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
49,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,inconv,slightly_prob,not_recom,not_recom
50,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,recommended,ERRORABC123!?
51,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
52,usual,proper,complete,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
53,usual,ERRORABC123!?,complete,2,convenient,ERRORABC123!?,ERRORABC123!?,recommended,very_recom
54,usual,proper,complete,2,ERRORABC123!?,convenient,ERRORABC123!?,priority,ERRORABC123!?
55,ERRORABC123!?,proper,complete,2,ERRORABC123!?,ERRORABC123!?,nonprob,not_recom,not_recom
56,usual,proper,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,very_recom
57,ERRORABC123!?,proper,complete,2,convenient,convenient,ERRORABC123!?,ERRORABC123!?,priority
58,ERRORABC123!?,ERRORABC123!?,complete,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
59,ERRORABC123!?,proper,complete,ERRORABC123!?,convenient,convenient,problematic,recommended,priority
60,ERRORABC123!?,proper,complete,2,convenient,ERRORABC123!?,ERRORABC123!?,priority,priority
61,usual,ERRORABC123!?,complete,2,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,not_recom
62,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,very_recom
63,usual,proper,complete,ERRORABC123!?,convenient,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
64,usual,ERRORABC123!?,complete,ERRORABC123!?,convenient,inconv,nonprob,ERRORABC123!?,ERRORABC123!?
65,usual,proper,ERRORABC123!?,2,convenient,ERRORABC123!?,ERRORABC123!?,recommended,very_recom
66,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,slightly_prob,priority,priority
67,usual,proper,complete,2,convenient,ERRORABC123!?,slightly_prob,not_recom,ERRORABC123!?
68,usual,ERRORABC123!?,ERRORABC123!?,2,convenient,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
69,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,convenient,inconv,problematic,priority,priority
70,usual,proper,complete,ERRORABC123!?,convenient,ERRORABC123!?,problematic,ERRORABC123!?,not_recom
71,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,less_conv,convenient,nonprob,ERRORABC123!?,very_recom
72,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,nonprob,priority,ERRORABC123!?
73,ERRORABC123!?,proper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
74,usual,proper,complete,2,less_conv,convenient,slightly_prob,recommended,very_recom
75,ERRORABC123!?,proper,complete,2,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority
76,usual,ERRORABC123!?,complete,2,ERRORABC123!?,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
77,usual,ERRORABC123!?,complete,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
78,usual,ERRORABC123!?,complete,2,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
79,usual,proper,complete,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
80,usual,ERRORABC123!?,complete,2,less_conv,inconv,nonprob,recommended,ERRORABC123!?
81,ERRORABC123!?,proper,complete,2,ERRORABC123!?,ERRORABC123!?,nonprob,priority,priority
82,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
83,usual,proper,complete,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
84,usual,proper,ERRORABC123!?,2,less_conv,inconv,ERRORABC123!?,ERRORABC123!?,priority
85,usual,proper,complete,2,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
86,ERRORABC123!?,ERRORABC123!?,complete,2,ERRORABC123!?,ERRORABC123!?,problematic,recommended,priority
87,usual,proper,ERRORABC123!?,2,less_conv,inconv,problematic,ERRORABC123!?,ERRORABC123!?
88,usual,proper,ERRORABC123!?,2,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
89,usual,ERRORABC123!?,complete,2,ERRORABC123!?,convenient,nonprob,ERRORABC123!?,priority
90,ERRORABC123!?,proper,ERRORABC123!?,2,ERRORABC123!?,convenient,ERRORABC123!?,priority,priority
91,ERRORABC123!?,ERRORABC123!?,complete,2,critical,convenient,nonprob,ERRORABC123!?,not_recom
92,usual,proper,complete,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,priority
93,ERRORABC123!?,proper,ERRORABC123!?,2,critical,ERRORABC123!?,slightly_prob,priority,ERRORABC123!?
94,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
95,usual,proper,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,priority
96,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,problematic,ERRORABC123!?,priority
97,usual,proper,complete,2,critical,convenient,ERRORABC123!?,not_recom,not_recom
98,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,priority
99,usual,proper,complete,2,critical,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
100,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,ERRORABC123!?,not_recom
101,usual,ERRORABC123!?,complete,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
102,usual,proper,ERRORABC123!?,2,ERRORABC123!?,inconv,slightly_prob,ERRORABC123!?,ERRORABC123!?
103,ERRORABC123!?,ERRORABC123!?,complete,2,critical,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
104,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,inconv,ERRORABC123!?,recommended,priority
105,usual,proper,complete,2,ERRORABC123!?,inconv,problematic,priority,ERRORABC123!?
106,usual,proper,complete,2,critical,inconv,problematic,ERRORABC123!?,not_recom
107,ERRORABC123!?,proper,complete,3,convenient,convenient,nonprob,recommended,ERRORABC123!?
108,ERRORABC123!?,proper,complete,3,ERRORABC123!?,convenient,ERRORABC123!?,priority,ERRORABC123!?
109,ERRORABC123!?,proper,ERRORABC123!?,3,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,not_recom
110,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,convenient,ERRORABC123!?,slightly_prob,recommended,very_recom
111,usual,ERRORABC123!?,complete,ERRORABC123!?,convenient,convenient,ERRORABC123!?,ERRORABC123!?,priority
112,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,slightly_prob,not_recom,not_recom
113,usual,proper,ERRORABC123!?,3,ERRORABC123!?,convenient,problematic,ERRORABC123!?,ERRORABC123!?
114,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,convenient,problematic,ERRORABC123!?,priority
115,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,convenient,problematic,not_recom,not_recom
116,ERRORABC123!?,proper,complete,3,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,priority
117,usual,proper,ERRORABC123!?,3,convenient,inconv,nonprob,priority,priority
118,usual,ERRORABC123!?,complete,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
119,usual,ERRORABC123!?,complete,3,convenient,inconv,slightly_prob,recommended,priority
120,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
121,ERRORABC123!?,proper,complete,ERRORABC123!?,convenient,inconv,slightly_prob,ERRORABC123!?,ERRORABC123!?
122,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,recommended,priority
123,usual,ERRORABC123!?,complete,ERRORABC123!?,convenient,inconv,problematic,ERRORABC123!?,ERRORABC123!?
124,ERRORABC123!?,proper,complete,3,convenient,inconv,problematic,ERRORABC123!?,not_recom
125,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,priority
126,usual,proper,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
127,usual,proper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
128,ERRORABC123!?,ERRORABC123!?,complete,3,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
129,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,slightly_prob,priority,ERRORABC123!?
130,ERRORABC123!?,ERRORABC123!?,complete,3,ERRORABC123!?,convenient,slightly_prob,not_recom,not_recom
131,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,convenient,problematic,recommended,priority
132,usual,ERRORABC123!?,complete,3,ERRORABC123!?,convenient,problematic,ERRORABC123!?,priority
133,usual,ERRORABC123!?,ERRORABC123!?,3,less_conv,ERRORABC123!?,problematic,ERRORABC123!?,not_recom
134,usual,proper,complete,3,less_conv,inconv,ERRORABC123!?,ERRORABC123!?,priority
135,ERRORABC123!?,proper,complete,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,priority,priority
136,usual,proper,complete,3,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
137,usual,proper,ERRORABC123!?,3,ERRORABC123!?,inconv,slightly_prob,recommended,priority
138,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,inconv,slightly_prob,priority,ERRORABC123!?
139,usual,ERRORABC123!?,complete,3,less_conv,ERRORABC123!?,slightly_prob,ERRORABC123!?,not_recom
140,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,problematic,recommended,priority
141,usual,proper,ERRORABC123!?,ERRORABC123!?,less_conv,inconv,problematic,priority,priority
142,usual,proper,ERRORABC123!?,3,less_conv,inconv,problematic,not_recom,ERRORABC123!?
143,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
144,usual,ERRORABC123!?,complete,ERRORABC123!?,critical,convenient,ERRORABC123!?,priority,priority
145,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
146,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
147,ERRORABC123!?,ERRORABC123!?,complete,3,critical,convenient,slightly_prob,priority,priority
148,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,convenient,ERRORABC123!?,ERRORABC123!?,not_recom
149,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,recommended,priority
150,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,critical,convenient,problematic,priority,priority
151,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,convenient,ERRORABC123!?,ERRORABC123!?,not_recom
152,usual,proper,complete,ERRORABC123!?,critical,inconv,ERRORABC123!?,recommended,ERRORABC123!?
153,ERRORABC123!?,proper,complete,ERRORABC123!?,critical,inconv,ERRORABC123!?,priority,priority
154,usual,ERRORABC123!?,complete,3,critical,inconv,nonprob,ERRORABC123!?,not_recom
155,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,inconv,ERRORABC123!?,recommended,priority
156,usual,proper,complete,3,critical,inconv,ERRORABC123!?,priority,ERRORABC123!?
157,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,not_recom,not_recom
158,usual,ERRORABC123!?,complete,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
159,usual,ERRORABC123!?,complete,3,critical,ERRORABC123!?,ERRORABC123!?,priority,priority
160,ERRORABC123!?,proper,ERRORABC123!?,3,critical,inconv,problematic,not_recom,ERRORABC123!?
161,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,recommended,very_recom
162,ERRORABC123!?,proper,ERRORABC123!?,more,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
163,ERRORABC123!?,proper,ERRORABC123!?,more,ERRORABC123!?,ERRORABC123!?,nonprob,not_recom,ERRORABC123!?
164,ERRORABC123!?,proper,ERRORABC123!?,more,convenient,ERRORABC123!?,ERRORABC123!?,recommended,very_recom
165,usual,ERRORABC123!?,complete,more,convenient,convenient,slightly_prob,priority,ERRORABC123!?
166,usual,proper,complete,ERRORABC123!?,convenient,convenient,slightly_prob,ERRORABC123!?,not_recom
167,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,recommended,priority
168,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,more,convenient,ERRORABC123!?,problematic,priority,priority
169,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,problematic,ERRORABC123!?,not_recom
170,usual,ERRORABC123!?,complete,more,ERRORABC123!?,inconv,nonprob,recommended,priority
171,usual,proper,complete,more,convenient,inconv,nonprob,priority,priority
172,usual,proper,complete,more,convenient,inconv,nonprob,ERRORABC123!?,not_recom
173,usual,ERRORABC123!?,ERRORABC123!?,more,convenient,inconv,slightly_prob,recommended,ERRORABC123!?
174,usual,ERRORABC123!?,ERRORABC123!?,more,convenient,ERRORABC123!?,ERRORABC123!?,priority,priority
175,ERRORABC123!?,ERRORABC123!?,complete,more,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
176,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,inconv,problematic,ERRORABC123!?,ERRORABC123!?
177,usual,ERRORABC123!?,complete,more,convenient,inconv,problematic,priority,priority
178,usual,proper,complete,more,convenient,ERRORABC123!?,problematic,not_recom,not_recom
