,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,ERRORABC123!?,proper,complete,1,ERRORABC123!?,convenient,ERRORABC123!?,priority,priority
1,usual,proper,ERRORABC123!?,1,convenient,convenient,nonprob,not_recom,ERRORABC123!?
2,usual,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
3,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority
4,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,convenient,slightly_prob,not_recom,ERRORABC123!?
5,usual,proper,complete,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
6,ERRORABC123!?,proper,complete,ERRORABC123!?,convenient,convenient,problematic,ERRORABC123!?,ERRORABC123!?
7,usual,proper,complete,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
8,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,recommended,very_recom
9,ERRORABC123!?,proper,complete,1,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,priority
10,ERRORABC123!?,proper,complete,ERRORABC123!?,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
11,usual,proper,complete,1,convenient,ERRORABC123!?,slightly_prob,ERRORABC123!?,very_recom
12,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,slightly_prob,priority,priority
13,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,not_recom,not_recom
14,usual,ERRORABC123!?,complete,1,convenient,ERRORABC123!?,problematic,ERRORABC123!?,priority
15,ERRORABC123!?,proper,complete,1,ERRORABC123!?,inconv,problematic,priority,priority
16,usual,proper,complete,1,ERRORABC123!?,inconv,problematic,not_recom,not_recom
17,ERRORABC123!?,ERRORABC123!?,complete,1,less_conv,convenient,nonprob,recommended,very_recom
18,ERRORABC123!?,proper,complete,ERRORABC123!?,less_conv,convenient,nonprob,ERRORABC123!?,priority
19,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,convenient,nonprob,not_recom,not_recom
20,usual,ERRORABC123!?,complete,1,ERRORABC123!?,convenient,slightly_prob,ERRORABC123!?,very_recom
21,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,slightly_prob,priority,priority
22,usual,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
23,usual,ERRORABC123!?,ERRORABC123!?,1,less_conv,ERRORABC123!?,problematic,recommended,ERRORABC123!?
24,usual,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,ERRORABC123!?,priority,priority
25,usual,proper,ERRORABC123!?,1,less_conv,convenient,problematic,not_recom,not_recom
26,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,inconv,ERRORABC123!?,recommended,very_recom
27,ERRORABC123!?,proper,complete,1,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,priority
28,usual,proper,complete,1,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
29,usual,proper,ERRORABC123!?,1,ERRORABC123!?,inconv,ERRORABC123!?,recommended,very_recom
30,usual,proper,complete,1,less_conv,inconv,slightly_prob,ERRORABC123!?,ERRORABC123!?
31,ERRORABC123!?,proper,complete,ERRORABC123!?,less_conv,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
32,usual,ERRORABC123!?,ERRORABC123!?,1,less_conv,ERRORABC123!?,problematic,recommended,priority
33,usual,proper,complete,ERRORABC123!?,less_conv,inconv,problematic,priority,ERRORABC123!?
34,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,problematic,ERRORABC123!?,not_recom
35,usual,ERRORABC123!?,complete,ERRORABC123!?,critical,convenient,nonprob,ERRORABC123!?,very_recom
36,usual,proper,complete,ERRORABC123!?,critical,convenient,nonprob,priority,ERRORABC123!?
37,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
38,ERRORABC123!?,ERRORABC123!?,complete,1,critical,convenient,ERRORABC123!?,recommended,ERRORABC123!?
39,usual,proper,complete,1,critical,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
40,usual,proper,complete,1,critical,convenient,slightly_prob,ERRORABC123!?,not_recom
41,ERRORABC123!?,ERRORABC123!?,complete,1,critical,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
42,ERRORABC123!?,ERRORABC123!?,complete,1,critical,convenient,ERRORABC123!?,priority,priority
43,ERRORABC123!?,ERRORABC123!?,complete,1,critical,convenient,problematic,not_recom,not_recom
44,usual,proper,complete,1,critical,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
45,usual,ERRORABC123!?,ERRORABC123!?,1,critical,inconv,nonprob,priority,priority
46,ERRORABC123!?,ERRORABC123!?,complete,1,critical,inconv,ERRORABC123!?,not_recom,not_recom
47,usual,proper,complete,1,ERRORABC123!?,inconv,slightly_prob,recommended,very_recom
