,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
1,usual,ERRORABC123!?,ERRORABC123!?,1,convenient,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
2,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,slightly_prob,recommended,ERRORABC123!?
3,ERRORABC123!?,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,slightly_prob,priority,priority
4,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,problematic,ERRORABC123!?,ERRORABC123!?
6,ERRORABC123!?,proper,complete,1,ERRORABC123!?,convenient,ERRORABC123!?,priority,ERRORABC123!?
7,ERRORABC123!?,ERRORABC123!?,complete,1,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
8,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
9,usual,ERRORABC123!?,complete,ERRORABC123!?,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
10,usual,proper,complete,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
11,usual,proper,complete,1,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,very_recom
12,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,slightly_prob,priority,priority
13,usual,proper,complete,ERRORABC123!?,convenient,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
14,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,inconv,ERRORABC123!?,recommended,priority
15,ERRORABC123!?,proper,ERRORABC123!?,1,convenient,ERRORABC123!?,problematic,priority,priority
16,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,problematic,ERRORABC123!?,not_recom
17,usual,proper,complete,1,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
18,usual,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,nonprob,priority,priority
19,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
20,ERRORABC123!?,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,slightly_prob,recommended,ERRORABC123!?
21,usual,ERRORABC123!?,complete,1,less_conv,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
22,ERRORABC123!?,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
23,ERRORABC123!?,ERRORABC123!?,complete,1,less_conv,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
24,usual,proper,ERRORABC123!?,ERRORABC123!?,less_conv,convenient,ERRORABC123!?,priority,ERRORABC123!?
25,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,problematic,not_recom,ERRORABC123!?
26,usual,proper,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
27,usual,proper,complete,1,less_conv,inconv,nonprob,priority,priority
28,ERRORABC123!?,proper,ERRORABC123!?,1,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
29,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,very_recom
30,ERRORABC123!?,proper,ERRORABC123!?,1,less_conv,ERRORABC123!?,slightly_prob,priority,priority
31,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
32,usual,proper,complete,1,less_conv,inconv,ERRORABC123!?,recommended,priority
33,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,problematic,priority,ERRORABC123!?
34,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,problematic,ERRORABC123!?,ERRORABC123!?
35,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
