white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row,game
a,,b,3,c,2,
a,1,c,1,c,2,draw
a,1,c,,d,1,draw
a,1,c,1,d,2,draw
a,,c,2,,1,draw
a,1,c,2,c,3,draw
a,1,c,2,d,,draw
a,,c,2,d,2,
a,1,c,2,d,3,draw
a,1,c,3,c,2,draw
a,1,c,3,d,2,
a,1,c,3,d,3,draw
,1,c,3,,4,draw
,1,c,4,d,3,draw
a,1,d,1,c,1,draw
a,1,d,1,,2,draw
a,1,d,1,d,2,draw
a,1,d,1,e,1,draw
a,1,,1,e,2,draw
,1,d,2,c,1,
a,1,d,2,c,2,
a,1,d,2,c,3,draw
a,,d,2,d,1,draw
a,1,d,2,d,3,draw
a,1,d,2,e,1,draw
a,1,,2,e,2,draw
a,1,d,,e,,draw
a,1,d,3,c,2,draw
a,1,d,3,c,3,draw
a,1,d,3,d,2,draw
,1,d,3,,4,draw
a,1,d,3,e,2,draw
a,1,d,3,e,3,draw
a,1,d,3,e,4,draw
a,1,,4,c,3,draw
a,1,d,4,d,3,draw
,1,d,4,e,3,draw
a,1,d,4,e,4,draw
a,1,d,4,e,,draw
a,1,d,5,e,4,draw
a,1,e,1,d,1,draw
a,1,e,1,d,2,draw
a,1,e,1,e,2,draw
,1,e,1,f,1,draw
a,1,e,1,f,2,draw
a,1,e,2,d,1,
a,1,e,2,d,2,draw
a,1,e,2,,3,draw
a,,,2,e,1,draw
a,1,e,2,e,3,draw
a,1,e,2,f,,
a,1,e,2,f,2,draw
a,1,e,2,f,3,draw
a,1,e,,d,2,draw
a,1,e,3,d,3,draw
a,1,e,3,d,4,draw
a,1,e,3,e,2,draw
a,1,e,3,e,4,draw
a,,e,3,f,2,draw
a,1,e,3,f,3,draw
a,1,e,3,f,4,draw
a,1,e,4,d,3,draw
a,1,e,4,d,4,draw
a,1,,4,e,,draw
a,1,e,4,e,5,draw
a,1,e,4,f,3,draw
a,1,e,4,f,4,draw
a,1,e,4,f,5,draw
a,1,e,5,d,4,draw
a,1,e,5,e,4,draw
a,1,e,5,f,4,draw
a,1,e,,f,5,draw
a,1,e,5,f,6,draw
a,1,e,6,f,5,draw
a,1,f,,e,1,
a,1,f,1,,2,draw
,1,f,1,f,2,draw
a,1,f,1,g,,draw
a,1,f,1,g,,draw
a,1,f,2,e,1,draw
a,1,f,2,e,2,draw
a,1,f,2,e,3,draw
a,1,f,2,f,1,draw
a,1,f,,f,,draw
a,1,f,2,g,1,draw
a,1,f,2,g,2,draw
a,1,f,2,g,3,draw
a,1,f,3,e,2,draw
a,1,f,3,e,3,draw
a,1,,3,e,4,draw
a,1,f,3,,2,draw
a,1,f,3,f,4,draw
a,1,,3,g,2,draw
a,1,f,3,g,3,
a,1,f,,g,4,draw
a,1,,4,e,3,draw
a,,f,4,e,4,
a,1,f,4,e,5,
a,1,f,4,f,3,draw
a,1,f,4,f,5,draw
a,1,f,4,g,3,draw
a,1,f,4,g,4,draw
a,1,f,4,g,5,draw
a,1,f,5,,4,draw
,1,f,5,e,,draw
,1,f,5,f,4,draw
a,1,f,,f,,draw
a,1,f,5,g,4,draw
a,1,,5,g,5,draw
a,1,f,,g,6,draw
a,1,f,6,e,5,draw
a,1,,6,f,5,draw
a,1,f,6,g,5,draw
a,1,f,6,g,6,draw
a,1,f,6,,7,draw
a,1,f,,g,,draw
a,1,g,1,f,1,draw
a,1,g,1,f,,draw
a,1,g,1,,2,draw
a,1,g,1,h,1,draw
a,1,g,1,h,2,draw
a,1,,2,f,1,draw
a,1,g,2,,2,draw
a,1,g,2,f,3,draw
a,1,g,,g,1,draw
a,1,g,2,g,3,draw
a,1,g,2,h,1,draw
a,1,,2,h,2,draw
a,1,g,2,h,3,draw
a,1,g,3,f,2,draw
a,1,g,3,f,3,draw
a,1,g,3,f,4,draw
a,1,g,3,g,2,draw
a,1,g,3,g,4,
a,1,g,3,h,2,draw
a,1,g,3,h,3,draw
a,1,g,3,h,4,draw
a,1,g,4,f,3,draw
a,1,g,4,f,4,draw
a,1,g,4,f,5,draw
a,1,g,4,g,,draw
a,1,g,4,g,,draw
a,1,g,4,h,3,draw
a,1,g,4,h,4,draw
a,1,g,4,h,,draw
a,1,g,5,f,4,draw
a,1,g,5,f,5,
a,1,g,5,f,6,draw
a,1,g,5,g,4,draw
a,1,g,5,g,6,draw
a,1,g,5,h,4,draw
a,1,g,5,h,5,draw
,1,g,5,h,6,draw
a,1,g,6,f,5,draw
,1,g,6,f,6,draw
a,1,g,,g,5,
a,1,g,6,g,7,draw
a,1,,6,h,5,draw
a,1,g,6,h,6,draw
a,1,g,6,h,7,draw
a,1,g,7,,6,draw
a,1,g,7,g,6,draw
a,1,g,7,h,6,draw
a,1,g,7,h,7,draw
a,1,g,7,h,8,draw
a,1,g,8,h,7,draw
a,1,h,1,g,1,draw
a,1,h,1,g,2,draw
a,1,,1,h,,draw
a,1,h,2,g,1,draw
a,1,h,2,g,2,draw
a,1,h,2,g,3,draw
a,1,h,2,h,1,draw
a,1,h,,h,3,draw
a,1,h,3,g,2,draw
a,1,h,3,g,3,draw
a,1,h,3,g,4,draw
a,1,h,3,h,2,draw
a,1,,3,,4,draw
a,1,h,4,g,3,draw
a,,h,4,g,4,draw
a,1,h,4,g,5,draw
a,1,h,4,h,3,draw
a,1,h,4,,5,draw
a,1,h,5,g,4,draw
a,1,h,,g,5,draw
a,1,h,5,g,6,draw
,1,h,5,h,4,draw
a,1,h,5,h,6,draw
a,1,h,6,g,5,draw
,1,h,6,g,6,draw
a,1,h,6,g,7,draw
a,1,h,6,,5,draw
a,1,h,6,h,7,draw
a,1,h,7,g,,draw
a,1,h,7,g,7,draw
a,,h,7,,6,draw
a,1,,7,h,8,draw
a,1,h,8,g,7,draw
a,1,h,8,h,7,draw
b,1,a,3,a,4,draw
b,1,a,3,b,3,draw
b,1,a,3,b,4,draw
b,1,a,4,a,3,draw
b,1,a,4,a,5,draw
b,1,a,4,b,3,draw
,1,a,4,b,4,draw
b,,a,4,b,5,draw
b,1,a,5,a,4,draw
b,1,a,5,a,6,draw
b,1,a,5,b,4,
,1,a,5,b,5,draw
b,1,a,5,,6,draw
b,1,a,,a,5,draw
b,1,a,,a,7,
b,,a,6,,5,draw
b,1,a,6,b,6,draw
b,1,a,6,b,7,draw
b,1,a,7,a,6,draw
b,1,a,7,,8,draw
b,1,a,7,b,6,draw
,1,a,7,b,,draw
b,1,a,7,b,8,
b,1,a,8,a,7,
b,1,a,8,b,7,draw
b,1,a,8,,8,draw
b,1,b,3,a,3,draw
b,1,,3,a,4,draw
b,,b,3,b,,draw
b,1,b,3,c,3,draw
b,1,b,3,c,4,draw
b,1,b,4,a,3,draw
b,1,b,4,a,4,draw
b,1,b,4,a,5,draw
b,1,b,4,b,3,draw
b,1,,4,,5,draw
b,1,b,4,c,3,draw
b,1,b,4,c,4,draw
b,1,b,4,c,5,draw
b,1,b,5,a,4,draw
b,1,b,5,a,5,draw
b,1,b,5,a,6,
b,1,,5,b,4,draw
b,1,b,5,b,6,draw
b,1,,5,c,4,draw
b,1,b,5,c,,draw
b,1,b,5,c,6,draw
b,1,b,6,a,5,draw
b,1,b,6,a,6,draw
b,1,b,,a,7,draw
b,1,b,6,b,5,draw
b,1,b,6,b,7,draw
b,,b,6,c,5,draw
,1,b,6,c,6,
b,1,b,6,c,7,draw
b,1,b,7,a,6,draw
b,1,b,7,a,7,draw
b,,b,7,a,8,draw
b,1,b,,b,6,draw
,1,b,7,b,8,draw
b,1,b,7,c,6,draw
b,1,,7,c,7,draw
b,1,b,7,c,8,draw
b,1,b,8,a,7,draw
b,1,b,8,a,8,draw
b,1,b,8,b,7,draw
b,1,b,8,c,7,draw
b,1,b,8,c,8,draw
b,1,c,3,,3,draw
b,1,c,3,b,4,draw
b,1,c,,c,4,draw
b,1,c,3,d,2,draw
b,,c,3,d,3,draw
b,1,c,3,d,4,draw
b,,c,,b,,draw
b,1,c,4,b,4,draw
b,1,c,4,b,5,draw
b,1,c,4,c,3,draw
b,1,c,4,c,5,draw
b,1,c,4,d,3,draw
b,1,c,4,d,4,draw
b,1,c,4,d,5,draw
b,1,c,5,b,4,draw
b,1,,5,b,5,draw
b,1,c,5,b,6,draw
,1,c,5,c,4,draw
b,1,c,5,c,6,draw
b,1,c,5,d,,draw
b,1,c,5,d,5,draw
b,1,,5,d,6,draw
b,,c,6,b,5,draw
b,1,c,6,b,6,draw
b,1,c,6,b,7,
b,1,c,6,c,5,draw
b,1,c,6,c,7,draw
b,1,c,6,d,,draw
b,1,c,6,d,6,draw
b,1,c,6,d,,draw
b,1,c,7,b,6,draw
b,1,c,,b,,draw
b,1,c,7,b,8,draw
b,1,c,7,c,6,draw
b,,c,7,c,8,draw
b,1,c,,d,6,draw
b,1,c,7,d,7,draw
b,1,c,7,d,8,draw
b,1,c,8,,7,draw
,1,c,8,b,8,draw
b,1,c,8,c,7,draw
b,1,c,8,d,7,draw
b,1,c,8,d,8,draw
b,1,d,1,d,2,draw
b,1,d,1,e,1,draw
b,1,d,1,e,2,draw
b,1,d,2,c,3,draw
b,1,d,2,d,1,draw
b,1,,2,d,3,draw
b,1,d,2,e,1,draw
b,1,d,2,e,2,draw
b,1,d,2,,3,draw
b,1,d,3,,3,draw
b,1,d,3,c,,draw
b,1,d,3,d,2,draw
b,1,d,3,d,4,draw
b,1,d,3,e,2,draw
,1,d,3,e,3,draw
b,1,d,3,e,4,draw
b,1,,4,c,3,draw
b,1,d,4,c,,draw
b,1,d,4,c,5,draw
b,1,d,4,d,3,draw
,1,,4,d,5,draw
b,,d,4,e,3,draw
b,1,d,4,e,4,draw
b,1,d,4,e,5,
b,1,d,5,c,4,draw
b,1,d,5,c,5,draw
b,1,,5,c,6,draw
b,,d,5,d,4,draw
b,1,d,5,d,6,draw
b,1,d,5,e,4,draw
b,,d,5,e,5,draw
b,1,d,5,e,6,draw
b,1,d,6,c,5,draw
b,1,d,6,c,6,draw
b,1,d,6,c,7,draw
b,1,d,6,d,5,draw
b,1,d,6,d,7,
b,1,d,6,e,5,draw
b,1,d,6,e,6,draw
b,1,d,6,e,7,draw
b,1,d,7,c,6,draw
b,1,d,7,c,7,draw
b,1,d,,c,8,draw
,1,d,,d,6,draw
b,1,d,7,d,8,draw
b,1,d,7,e,6,
b,1,d,7,e,7,draw
b,1,d,7,e,8,draw
b,1,d,8,c,7,draw
b,1,d,8,c,8,draw
b,1,,8,d,7,draw
b,1,d,8,e,7,draw
b,1,d,8,e,8,draw
b,1,e,1,d,1,draw
b,1,e,1,d,2,draw
b,1,e,1,e,2,draw
b,,e,1,f,1,draw
b,1,e,1,f,2,draw
b,1,e,2,d,1,draw
b,1,e,2,d,2,draw
b,,e,2,,3,draw
b,1,e,2,e,1,draw
b,1,e,2,e,3,draw
b,1,e,2,f,1,draw
,1,e,2,f,2,draw
b,,e,2,f,,draw
b,1,e,3,d,2,draw
b,1,e,3,d,3,draw
b,1,e,3,d,4,draw
b,1,e,3,e,2,
b,1,e,3,e,4,draw
b,1,e,,f,2,draw
b,1,e,,f,3,draw
b,1,e,3,f,4,draw
b,,e,,d,3,draw
b,1,e,4,d,4,draw
b,1,e,4,d,5,draw
b,1,e,4,e,3,
b,1,e,4,e,5,draw
b,1,e,4,f,3,draw
b,1,e,4,f,4,draw
b,1,,4,f,5,
b,1,e,5,d,4,draw
b,1,e,,d,5,draw
b,1,,5,,6,draw
b,1,e,5,e,4,draw
b,1,e,5,e,6,draw
b,,e,5,f,4,
b,1,e,,,5,draw
b,1,e,5,f,6,draw
b,1,e,6,d,,draw
b,,e,6,,,draw
b,1,e,6,d,7,draw
b,1,e,6,e,5,draw
b,1,e,6,e,7,draw
b,1,e,6,f,5,
b,1,e,6,f,6,draw
b,1,e,6,f,7,draw
,1,e,7,d,6,draw
b,1,e,7,d,7,draw
b,1,e,7,d,8,
b,1,e,7,e,,draw
b,1,e,7,,8,draw
b,1,e,7,f,6,draw
b,1,e,7,f,,draw
b,1,e,7,f,8,draw
b,1,e,8,d,7,draw
,1,e,8,d,8,
b,1,,8,e,,draw
b,1,e,8,f,7,draw
b,1,e,8,f,8,draw
b,1,,1,e,1,draw
b,1,f,1,e,2,draw
b,1,f,1,f,2,draw
b,1,f,1,,1,draw
b,1,f,1,g,,
,1,f,2,e,1,draw
,1,f,2,e,2,draw
,1,f,2,e,3,draw
b,1,f,2,f,1,draw
b,1,f,2,f,3,draw
b,1,f,2,g,1,draw
b,1,f,2,g,2,draw
b,1,f,2,g,3,draw
b,,f,3,e,2,draw
b,1,f,3,e,3,draw
b,1,f,3,e,4,draw
b,1,f,3,f,2,draw
b,1,f,3,f,4,draw
b,1,f,3,g,2,draw
b,,f,,g,3,draw
b,1,f,3,g,4,draw
b,1,f,,e,3,draw
b,1,f,4,e,4,draw
b,1,f,4,e,,
b,,f,4,,3,draw
b,1,f,4,f,5,draw
b,1,f,4,g,3,draw
b,1,f,4,g,4,draw
b,1,f,4,g,5,
b,1,,5,e,4,draw
b,1,f,5,e,5,draw
b,1,f,5,e,6,draw
b,1,f,5,f,4,draw
b,1,f,5,f,6,draw
b,1,f,5,g,,draw
b,1,f,5,g,5,draw
b,1,f,,g,6,draw
b,1,f,6,e,5,draw
b,1,f,6,e,6,draw
b,1,f,6,e,7,draw
b,1,f,6,f,5,draw
b,1,f,6,f,7,draw
